entrez_id	essentiality	data_source
55331	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285605	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5019	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100169851	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
152641	Non-essential	PMID:18239125
9314	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1861	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10592	Essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
285668	Non-essential	PMID:18239125
9649	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5003	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7056	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7321	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
8565	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1912	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285636	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
81488	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80319	Non-essential	PMID:26472758,PMID:19490893,PMID:18239125
2072	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6474	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79867	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5029	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3768	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5720	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26534	Non-essential	PMID:26472760
8086	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23468	Non-essential	PMID:21746896,PMID:26472760,PMID:18239125,PMID:26472758
6346	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6355	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8110	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
401258	Non-essential	PMID:18239125
649137	Non-essential	PMID:18239125
786	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84681	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
723961	Non-essential	PMID:18239125
92906	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
283417	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
286234	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
129852	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
245973	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
81926	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
8360	Non-essential	PMID:26472758
474384	Non-essential	PMID:26472758
56829	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
23071	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
64318	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51138	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
23595	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55122	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
2045	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55435	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
85442	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
57504	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
79412	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
3855	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84231	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51042	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79932	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
167691	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3382	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
101929517	Non-essential	PMID:18239125
119765	Non-essential	PMID:26472760,PMID:18239125
7080	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
55037	Essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
80332	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7454	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
93611	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
53822	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389668	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
374907	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23161	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80324	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
57104	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
85438	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
619373	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
400831	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28942	Non-essential	PMID:18239125
80258	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5925	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2098	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79572	Non-essential	PMID:26472758,PMID:18239125
55266	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
283008	Non-essential	PMID:18239125
1537	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6572	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8549	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5187	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
728747	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4900	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9630	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
284611	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
400935	Non-essential	PMID:26472758,PMID:18239125
881	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
931	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28904	Non-essential	PMID:18239125
6230	Essential	PMID:18239125,PMID:26627737,PMID:26472758,PMID:26472760,PMID:19490893,PMID:22585861
6011	Non-essential	PMID:26472760,PMID:18239125
399818	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2395	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6801	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
157848	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5719	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
161725	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9589	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23252	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26003	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
113730	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
29933	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
140876	Non-essential	PMID:26472758,PMID:26627737
8802	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6959	Non-essential	PMID:18239125
81788	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100129385	Non-essential	PMID:18239125
4886	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
254863	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2644	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7114	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27146	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100526794	Non-essential	PMID:18239125
1363	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3558	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27347	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6164	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:19490893
79685	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9249	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
117166	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
291	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
729658	Non-essential	PMID:18239125
10630	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
374946	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
145249	Non-essential	PMID:18239125
22936	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23054	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
130132	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23580	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27185	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51313	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
50808	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
5311	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79847	Non-essential	PMID:26472760,PMID:18239125
3398	Non-essential	PMID:26472758,PMID:18239125
23241	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
284427	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55066	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
29964	Non-essential	PMID:26472758,PMID:19490893
3033	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
839	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3452	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2028	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1489	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10669	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3032	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1950	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
147948	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
222865	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55092	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8520	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3235	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
51373	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26224	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26240	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23077	Non-essential	PMID:26472760,PMID:18239125
124359	Non-essential	PMID:26472758,PMID:18239125
6573	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
115560	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
25966	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
654364	Essential	PMID:18239125
56300	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3557	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100505741	Non-essential	PMID:18239125
30061	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
150472	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54482	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11269	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55022	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
613211	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80309	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9320	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
695	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
80345	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
220134	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
140883	Non-essential	PMID:26472758
11131	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8454	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10972	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
93643	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57763	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
1879	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
134510	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3126	Non-essential	PMID:18239125
340069	Non-essential	PMID:26472758,PMID:18239125
27351	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55687	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5372	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
84524	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
50	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
171568	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
84844	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:21746896
10699	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
388284	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5106	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
389692	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26152	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57205	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28429	Non-essential	PMID:18239125
1983	Essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
117154	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
359710	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
89958	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
132299	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
144233	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
128178	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55795	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
339229	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
123264	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6093	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27034	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6257	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1060	Essential	PMID:26472758,PMID:26472760,PMID:18239125
5789	Non-essential	PMID:26472758,PMID:18239125
341359	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
400986	Essential	PMID:22585861,PMID:18239125,PMID:26627737
10769	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:19490893
100130967	Non-essential	PMID:18239125
1378	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10048	Non-essential	PMID:21746896,PMID:26472760,PMID:18239125,PMID:26472758
55515	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
342945	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
144124	Non-essential	PMID:26472760,PMID:18239125
64975	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
22874	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
65121	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
390999	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
114928	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8292	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
112936	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79971	Non-essential	PMID:26472758,PMID:26472760
55286	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
390265	Non-essential	PMID:26472760,PMID:18239125
10265	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23310	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
645142	Non-essential	PMID:26472758,PMID:26472760
64755	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23483	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23085	Non-essential	PMID:26472758,PMID:18239125
6668	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6605	Essential	PMID:26472758,PMID:26472760,PMID:18239125
162514	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
911	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
83992	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
92595	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1005	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
27125	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
100188893	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
285492	Non-essential	PMID:18239125
80111	Non-essential	PMID:26472758,PMID:18239125
4675	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
197322	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
441459	Non-essential	PMID:26472760,PMID:18239125,PMID:26627737
132332	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55274	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
283358	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8226	Non-essential	PMID:26472760,PMID:18239125
55780	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
222008	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
203259	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
388553	Non-essential	PMID:18239125
9907	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57621	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79958	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
830	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
55199	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4654	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55180	Non-essential	PMID:26472760,PMID:18239125
8424	Non-essential	PMID:26472758,PMID:18239125
57586	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
121355	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6444	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23621	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
653643	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
26297	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3746	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55858	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5156	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9575	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
92235	Non-essential	PMID:26472758,PMID:18239125
196335	Non-essential	PMID:26472760,PMID:18239125
124402	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
6433	Non-essential	PMID:26472758,PMID:26472760,PMID:26627737
64062	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10670	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
158297	Non-essential	PMID:26472760,PMID:18239125
9684	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79944	Non-essential	PMID:21746896,PMID:26472758,PMID:18239125,PMID:26472760
26245	Non-essential	PMID:26472760,PMID:18239125
374462	Non-essential	PMID:18239125
23515	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
148398	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23513	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
23510	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
728294	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
253512	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
79974	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1293	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55890	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
1413	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7712	Non-essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125
286101	Non-essential	PMID:18239125
90120	Non-essential	PMID:26472758
7260	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
2060	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
91010	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54659	Non-essential	PMID:18239125
58476	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5672	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
55726	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
64663	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
5680	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
81543	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
111	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
53827	Non-essential	PMID:26472758,PMID:26472760
51150	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
375607	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8239	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
145645	Non-essential	PMID:26472760,PMID:18239125
124401	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
388182	Non-essential	PMID:18239125
11021	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
90355	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
9847	Non-essential	PMID:26472758,PMID:26472760
57379	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
54737	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
57455	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10059	Essential	PMID:26472758,PMID:26472760,PMID:22585861,PMID:18239125,PMID:26627737
6810	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4150	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28619	Non-essential	PMID:18239125
29108	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9657	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10072	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
284382	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
23560	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
26098	Non-essential	PMID:26472760,PMID:18239125
154	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
9910	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3559	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11112	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8318	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
7569	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
58486	Non-essential	PMID:26472760,PMID:18239125
660	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10762	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
56548	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4223	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3635	Essential	PMID:18239125
1299	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
22884	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
399716	Non-essential	PMID:18239125
9878	Non-essential	PMID:26472758,PMID:18239125,PMID:26627737
22853	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11198	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
9734	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
100288332	Non-essential	PMID:26472758,PMID:18239125
55105	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
51298	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8487	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
114041	Non-essential	PMID:18239125
79643	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
81847	Non-essential	PMID:26472758,PMID:18239125
7525	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
64577	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6446	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
51232	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4602	Essential	PMID:26472758,PMID:21746896,PMID:18239125,PMID:26472760
79034	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
57507	Non-essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125
26057	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
57050	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
10117	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
3512	Non-essential	PMID:26472760
2926	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
5470	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
337966	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
200734	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
124783	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4931	Essential	PMID:26472758,PMID:26472760,PMID:19490893,PMID:18239125,PMID:26627737
554226	Non-essential	PMID:18239125
89978	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
8269	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6726	Essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
90557	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
116841	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6360	Non-essential	PMID:26472758
199731	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
79149	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
717	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
7070	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64087	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
4645	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
119032	Non-essential	PMID:26472760,PMID:18239125
54838	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
400823	Non-essential	PMID:26472758,PMID:18239125
57609	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10212	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6595	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
337974	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
28901	Non-essential	PMID:18239125
23597	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
10549	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1075	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
155368	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
134285	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
11030	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
116412	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
128853	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
219981	Non-essential	PMID:26472760,PMID:18239125
55609	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
160762	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
1832	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
64900	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
54949	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125,PMID:26627737
57158	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
6642	Non-essential	PMID:26472758,PMID:26472760,PMID:18239125
