disease,protein,degree,frac_direct_interactions,frac_direct_interactions_pvalue,common_interactor_score,common_interactor_score_pvalue
C0007117,7507,16,0.0,1.0,0.01685466856925208,0.266
C0007117,4436,1,0.0,1.0,0.021606790785072147,0.104
C0007117,5727,8,0.0,1.0,0.021606790785072143,0.134
C0007117,51684,34,0.0,1.0,0.021941896115148733,0.233
C1855106,3329,13,0.0,1.0,0.007653166075776949,0.23
C1855106,3852,13,0.0,1.0,0.011341019262254632,0.21
C1855106,396,1,0.0,1.0,0.0,1.0
C1855106,3861,25,0.0,1.0,0.0036878531864776836,0.705
C1855106,6812,8,0.0,1.0,0.0,1.0
C1855106,554,3,0.0,1.0,0.0,1.0
C1855106,435,6,0.0,1.0,0.0,1.0
C1855106,54332,9,0.0,1.0,0.013649075789073864,0.189
C1855106,445,2,0.0,1.0,0.0,1.0
C1855106,3913,1,0.0,1.0,0.0,1.0
C1855106,359,39,0.0,1.0,0.013649075789073864,0.255
C1855106,50674,4,0.0,1.0,0.0,1.0
C0027659,3456,1,0.0,1.0,0.0,1.0
C0027659,3845,2,0.0,1.0,0.09622504486493766,0.008
C0027659,3082,2,0.0,1.0,0.015712843282227454,0.096
C0027659,8725,1,0.0,1.0,0.0,1.0
C0027659,25,2,0.0,1.0,0.0,1.0
C0027659,4893,5,0.0,1.0,0.19143309987979873,0.007
C0027659,6696,7,0.0,1.0,0.03971531819089681,0.028
C0027659,682,3,0.0,1.0,0.026958193300859603,0.045
C0027659,22827,26,0.0,1.0,0.05647819946683971,0.017
C0027659,1728,1,0.0,1.0,0.0,1.0
C0027659,3265,1,0.0,1.0,0.11034134295196463,0.006
C0027659,5970,8,0.0,1.0,0.012294581970199007,0.221
C0027659,595,4,0.05555555555555555,0.005,0.11659718962145443,0.008
C0027659,7124,30,0.0,1.0,0.0,1.0
C0027659,2026,1,0.0,1.0,0.0,1.0
C0027659,30834,2,0.0,1.0,0.0,1.0
C0027659,5111,10,0.0,1.0,0.02672612419124244,0.079
C0027659,1019,12,0.05555555555555555,0.024,0.08987106543021199,0.014
C0027659,7422,5,0.0,1.0,0.0,1.0
C1861324,6925,183,0.0,1.0,0.02435361957395067,0.657
C1861324,26128,7,0.0,1.0,0.0,1.0
C1861324,2067,7,0.0,1.0,0.009643959372630745,0.46
C1861324,22931,3,0.0,1.0,0.0,1.0
C1861324,28952,5,0.0,1.0,0.021474838703101046,0.143
C1861324,10907,4,0.0,1.0,0.021480072240488896,0.132
C1861324,9896,2,0.0,1.0,0.0037917979599440843,0.288
C1861324,7468,2,0.0,1.0,0.0,1.0
C1861324,7469,9,0.0,1.0,0.03724385243508152,0.069
C1861324,4784,6,0.0,1.0,0.016807316136320364,0.223
C1861324,3763,55,0.0,1.0,0.015126513364080716,0.614
C1861324,54968,2,0.0,1.0,0.010309826235529033,0.177
C1861324,5308,31,0.0,1.0,0.03353317889798718,0.127
C1861324,26053,2,0.0,1.0,0.011679449044763078,0.145
C1861324,8905,2,0.0,1.0,0.0,1.0
C1861324,1487,18,0.0,1.0,0.0,1.0
C1861324,9179,2,0.0,1.0,0.0,1.0
C1861324,10717,2,0.0,1.0,0.0,1.0
C1861324,10084,3,0.0,1.0,0.015971914124998498,0.178
C1861324,4208,1,0.0,1.0,0.0,1.0
C1861324,3954,3,0.0,1.0,0.005741061666394991,0.3
C1861324,4212,41,0.0,1.0,0.030135954553854656,0.204
C1861324,51317,11,0.0,1.0,0.0037931070564650284,0.685
C1861324,10743,2,0.0,1.0,0.020136866556688927,0.094
C1861324,4089,11,0.0,1.0,0.008142056752122609,0.588
C0013421,11277,32,0.0,1.0,0.06625494625997251,0.185
C0013421,11284,41,0.02,0.23,0.0732973733172112,0.224
C0013421,5660,3,0.0,1.0,0.0,1.0
C0013421,5663,2,0.0,1.0,0.035203816890982696,0.102
C0013421,5155,2,0.0,1.0,0.03585317247023193,0.116
C0013421,5159,9,0.0,1.0,0.019888131854207618,0.61
C0013421,4143,3,0.0,1.0,0.0,1.0
C0013421,54840,3,0.0,1.0,0.008914369779008367,0.519
C0013421,60,12,0.0,1.0,0.0380112377667115,0.328
C0013421,2643,2,0.0,1.0,0.0,1.0
C0013421,23636,67,0.02,0.386,0.05426473436856301,0.655
C0013421,4704,2,0.0,1.0,0.013339722185089643,0.273
C0013421,8803,9,0.0,1.0,0.017164433430495434,0.661
C0013421,27249,4,0.0,1.0,0.0,1.0
C0013421,4722,2,0.0,1.0,0.0,1.0
C0013421,54902,35,0.0,1.0,0.020849474867104666,0.902
C0013421,1678,6,0.0,1.0,0.027235230544723925,0.318
C0013421,2720,4,0.0,1.0,0.03208533369482933,0.201
C0013421,5805,10,0.0,1.0,0.04745017737082205,0.196
C0013421,3251,11,0.0,1.0,0.04597574494883156,0.257
C0013421,6843,28,0.0,1.0,0.03822562977657046,0.583
C0013421,25793,3,0.0,1.0,0.029514066805047763,0.213
C0013421,6342,2,0.0,1.0,0.05542986017910453,0.047
C0013421,1738,2,0.02,0.04,0.2645412523379112,0.001
C0013421,8398,12,0.0,1.0,0.023539370570197934,0.604
C0013421,5860,3,0.0,1.0,0.0,1.0
C0013421,5354,74,0.0,1.0,0.050416608539741524,0.765
C0013421,10479,1,0.0,1.0,0.0,1.0
C0013421,7415,23,0.0,1.0,0.033281098420724325,0.577
C0013421,6392,1,0.0,1.0,0.0,1.0
C0013421,6908,6,0.0,1.0,0.029514066805047763,0.297
C0013421,4358,1,0.0,1.0,0.0,1.0
C0013421,29978,242,0.02,0.389,0.05561705980842351,0.654
C0013421,1861,2,0.0,1.0,0.04550110205829505,0.067
C0013421,1893,29,0.02,0.155,0.03743444963409036,0.599
C0013421,55145,98,0.04,0.12,0.05581642740542948,0.622
C0013421,8050,4,0.02,0.032,0.2768504014358445,0.001
C0013421,10102,8,0.0,1.0,0.03302941846006886,0.348
C0013421,25978,1,0.0,1.0,0.0,1.0
C0013421,8575,13,0.0,1.0,0.04014110602628457,0.345
C0013421,27010,3,0.0,1.0,0.0,1.0
C0013421,7054,13,0.0,1.0,0.030701595665860008,0.507
C0013421,10134,3,0.0,1.0,0.007542246872464759,0.565
C0013421,410,13,0.0,1.0,0.045334807033056514,0.259
C0013421,5071,1,0.0,1.0,0.05884687240355296,0.021
C0013421,2512,9,0.0,1.0,0.038474148484159344,0.253
C0013421,26580,35,0.0,1.0,0.015948725040853425,0.946
C0013421,472,1,0.0,1.0,0.0,1.0
C0013421,10717,2,0.0,1.0,0.0,1.0
C0013421,5095,1,0.0,1.0,0.014847846772912465,0.184
C0013421,5096,1,0.0,1.0,0.017733172553297715,0.167
C0266122,50945,7,0.0,1.0,0.0,1.0
C0266122,7314,14,0.0,1.0,0.0,1.0
C0266122,11285,5,0.0,1.0,0.0,1.0
C0266122,10907,4,0.0,1.0,0.006231769528497559,0.245
C0266122,9775,24,0.0,1.0,0.009874762821479857,0.347
C0266122,8626,5,0.0,1.0,0.0,1.0
C0266122,10195,6,0.0,1.0,0.0,1.0
C0266122,23384,6,0.0,1.0,0.0,1.0
C0266122,2138,1,0.09090909090909091,0.001,0.21503810694220432,0.001
C0266122,57822,3,0.0,1.0,0.0,1.0
C0266122,6495,10,0.09090909090909091,0.007,0.2186811002351866,0.003
C0266122,54880,3,0.0,1.0,0.0,1.0
C1850456,6792,2,0.0,1.0,0.0,1.0
C1850456,11277,32,0.0,1.0,0.0,1.0
C1850456,271,5,0.0,1.0,0.005219957509718805,0.365
C1850456,51091,1,0.0,1.0,0.007908165838507107,0.118
C1850456,11284,41,0.0,1.0,0.007758972002483013,0.789
C1850456,51741,91,0.0,1.0,0.009904239413728779,0.767
C1850456,440,1,0.0,1.0,0.0,1.0
C1850456,51010,1,0.0,1.0,0.0,1.0
C1850456,10978,12,0.0,1.0,0.005930117228091408,0.515
C1850456,5859,64,0.0,1.0,0.025560636917825157,0.271
C1850456,10617,7,0.0,1.0,0.00432095472536,0.484
C1850456,55163,2,0.0,1.0,0.0,1.0
C1850456,8573,6,0.0,1.0,0.004605899144422578,0.458
C1850456,9342,19,0.0,1.0,0.008861742713364953,0.477
C0423109,3981,1,0.02631578947368421,0.007,0.2793205415955268,0.002
C0423109,1806,2,0.0,1.0,0.0,1.0
C0423109,6925,183,0.0,1.0,0.044631407213707716,0.588
C0423109,1174,1,0.0,1.0,0.005379143536399189,0.203
C0423109,7319,1,0.0,1.0,0.0031842612632041727,0.243
C0423109,28952,5,0.0,1.0,0.014991727116683942,0.348
C0423109,1312,60,0.0,1.0,0.021867040878218634,0.87
C0423109,9632,3,0.0,1.0,0.0,1.0
C0423109,10743,2,0.0,1.0,0.0038069349381344053,0.393
C0423109,51109,1,0.0,1.0,0.02966954145484633,0.045
C0423109,6567,35,0.0,1.0,0.03145479365980461,0.55
C0423109,9759,53,0.02631578947368421,0.236,0.1267928486965148,0.013
C0423109,55209,11,0.0,1.0,0.01593110485653647,0.566
C0423109,9896,2,0.0,1.0,0.0037917979599440843,0.397
C0423109,10801,3,0.0,1.0,0.003981820688062471,0.508
C0423109,4920,40,0.0,1.0,0.05069568637869884,0.248
C0423109,7353,1,0.0,1.0,0.0,1.0
C0423109,8504,2,0.05263157894736842,0.0,0.3303232895965959,0.002
C0423109,2623,21,0.0,1.0,0.03075680979284806,0.34
C0423109,5824,11,0.05263157894736842,0.004,0.33079257253972516,0.001
C0423109,9409,24,0.02631578947368421,0.092,0.1461598531011128,0.006
C0423109,5193,33,0.0,1.0,0.03397262274293369,0.443
C0423109,5194,1,0.0,1.0,0.0,1.0
C0423109,5195,4,0.0,1.0,0.01246111965698067,0.345
C0423109,5830,20,0.0,1.0,0.01292463009110284,0.772
C0423109,25942,5,0.0,1.0,0.010212592127570837,0.472
C0423109,7518,11,0.02631578947368421,0.065,0.2930933528748336,0.007
C0423109,3043,5,0.0,1.0,0.0,1.0
C0423109,10084,3,0.0,1.0,0.0315611911358759,0.082
C0423109,10982,15,0.0,1.0,0.03695591310252938,0.318
C0423109,10087,16,0.0,1.0,0.0,1.0
C0423109,8546,1,0.0,1.0,0.0,1.0
C0423109,7020,3,0.0,1.0,0.022449774717380903,0.137
C0423109,4208,1,0.02631578947368421,0.007,0.08113595176595026,0.003
C0423109,55670,2,0.02631578947368421,0.009,0.24056261216234415,0.002
C0423109,1911,16,0.0,1.0,0.0,1.0
C0423109,1021,9,0.0,1.0,0.01015719994444976,0.675
C0423109,50814,3,0.0,1.0,0.03762511429660363,0.067
C0423109,6911,34,0.0,1.0,0.05158866430760544,0.241
C1849937,1280,1,0.0,1.0,0.07715167498104594,0.008
C1849937,1311,7,0.0,1.0,0.02150911734950109,0.076
C1849937,4148,5,0.0,1.0,0.0,1.0
C1849937,4920,40,0.0,1.0,0.0,1.0
C1849937,5573,13,0.0,1.0,0.0,1.0
C1849937,6473,3,0.0,1.0,0.0,1.0
C1849937,3930,1,0.0,1.0,0.0,1.0
C1849937,5479,9,0.0,1.0,0.04379849726719813,0.037
C1849937,1277,1,0.0,1.0,0.07715167498104594,0.003
C1849937,1278,8,0.0,1.0,0.04436491920211444,0.034
C0010200,6929,6,0.0,1.0,0.0,1.0
C0010200,51741,91,0.0,1.0,0.0,1.0
C0010200,6049,33,0.0,1.0,0.0033975106725321006,0.732
C0010200,3115,3,0.0,1.0,0.0033975106725321006,0.348
C0010200,5295,3,0.0,1.0,0.035093120317179816,0.025
C0010200,973,166,0.0,1.0,0.014385851546117538,0.582
C0010200,974,2,0.0,1.0,0.0,1.0
C0010200,1493,3,0.0,1.0,0.014385851546117538,0.091
C0010200,3543,4,0.0,1.0,0.0,1.0
C0010200,1776,2,0.0,1.0,0.0,1.0
C0010200,6774,6,0.0,1.0,0.035093120317179816,0.045
C0279626,7168,17,0.0,1.0,0.06703093608031932,0.024
C0279626,6657,1,0.0,1.0,0.0,1.0
C0279626,1026,27,0.027777777777777776,0.12,0.0907088030604262,0.041
C0279626,7169,11,0.0,1.0,0.08514785962217031,0.016
C0279626,3091,4,0.0,1.0,0.0,1.0
C0279626,51741,91,0.0,1.0,0.0403749961513226,0.437
C0279626,1072,3,0.0,1.0,0.0,1.0
C0279626,3146,2,0.0,1.0,0.0,1.0
C0279626,595,4,0.027777777777777776,0.009,0.05376836142592121,0.017
C0279626,5720,3,0.027777777777777776,0.017,0.4169335351079494,0.0
C0279626,5721,7,0.027777777777777776,0.013,0.4361186377265408,0.003
C0279626,340061,9,0.0,1.0,0.0,1.0
C0279626,645,1,0.0,1.0,0.0,1.0
C0279626,1192,4,0.0,1.0,0.013578835564409725,0.334
C0279626,4780,5,0.0,1.0,0.019641855032959663,0.21
C0279626,2739,1,0.0,1.0,0.046225016352102424,0.029
C0279626,25800,4,0.0,1.0,0.0,1.0
C0279626,25816,10,0.0,1.0,0.021446799182202558,0.335
C0279626,6876,1,0.0,1.0,0.0,1.0
C0279626,2280,3,0.0,1.0,0.03096231962319873,0.089
C0279626,7403,2,0.0,1.0,0.051821065916051276,0.041
C0279626,4854,5,0.0,1.0,0.0,1.0
C0279626,759,1,0.0,1.0,0.0,1.0
C0279626,2810,24,0.0,1.0,0.011860803493926719,0.734
C0279626,3860,58,0.0,1.0,0.13717572856937527,0.019
C0279626,3861,25,0.0,1.0,0.16816685754392371,0.008
C0279626,3872,2,0.0,1.0,0.03482546692769872,0.054
C0279626,3880,71,0.0,1.0,0.17567676371006288,0.002
C0279626,811,3,0.0,1.0,0.037267799624996496,0.068
C0279626,301,2,0.0,1.0,0.0,1.0
C0279626,84817,3,0.0,1.0,0.009793690672560182,0.317
C0279626,1890,4,0.0,1.0,0.018556740475630135,0.265
C0279626,1381,2,0.0,1.0,0.0,1.0
C0279626,5052,1,0.0,1.0,0.0,1.0
C0279626,84962,10,0.0,1.0,0.03456166478112588,0.177
C0279626,4085,8,0.0,1.0,0.029052347552905713,0.173
C0279626,6648,1,0.0,1.0,0.0,1.0
C0017668,7040,23,0.0,1.0,0.008298238662711135,0.35
C0017668,4358,1,0.0,1.0,0.0,1.0
C0017668,2335,1,0.0,1.0,0.017920111019015673,0.036
C0017668,6696,7,0.0,1.0,0.023584504188808288,0.042
C0017668,9640,1,0.0,1.0,0.0,1.0
C0017668,54443,1,0.0,1.0,0.0,1.0
C0017668,950,6,0.0,1.0,0.0,1.0
C0017668,183,1,0.0,1.0,0.0,1.0
C0017668,5054,8,0.0,1.0,0.03864518388987598,0.025
C0017668,7490,12,0.0,1.0,0.00543880734476315,0.311
C0017668,81,8,0.0,1.0,0.0,1.0
C0017668,2542,1,0.0,1.0,0.0,1.0
C0017668,5111,10,0.0,1.0,0.0,1.0
C1522137,2819,3,0.0,1.0,0.05073825686188037,0.011
C1522137,5256,3,0.0625,0.003,0.25,0.001
C1522137,5261,3,0.0625,0.005,0.25,0.003
C1522137,3991,1,0.0,1.0,0.0,1.0
C1522137,4000,6,0.0,1.0,0.003656459888249897,0.404
C1522137,5551,4,0.0,1.0,0.02143602414041236,0.065
C1522137,5424,5,0.0,1.0,0.013722530243837992,0.201
C1522137,2353,18,0.0,1.0,0.01897114012569616,0.178
C1522137,5696,16,0.0,1.0,0.017028970036924378,0.225
C1522137,208,5,0.0,1.0,0.009904807466410068,0.221
C1522137,26580,35,0.0,1.0,0.010144633737707303,0.407
C1522137,344,1,0.0625,0.002,0.08909286462498221,0.002
C1522137,5468,4,0.0,1.0,0.0,1.0
C1522137,7518,11,0.0,1.0,0.0,1.0
C1522137,7274,45,0.0625,0.049,0.1600792200702369,0.005
C1522137,3952,1,0.0,1.0,0.0,1.0
C1522137,10743,2,0.0,1.0,0.011846977555181848,0.181
C0037268,11146,6,0.0,1.0,0.0,1.0
C0037268,2068,1,0.0,1.0,0.0,1.0
C0037268,7454,8,0.0,1.0,0.015819299929208316,0.072
C0037268,4771,6,0.0,1.0,0.006276782502339239,0.243
C0037268,9640,1,0.0,1.0,0.0,1.0
C0037268,6832,2,0.0,1.0,0.0,1.0
C0037268,8626,5,0.0,1.0,0.015819299929208316,0.084
C0037268,92344,48,0.0,1.0,0.006276782502339239,0.467
C0037268,1893,29,0.0,1.0,0.0,1.0
C0037268,6898,3,0.0,1.0,0.0,1.0
C0037268,4854,5,0.0,1.0,0.0,1.0
C0037268,6648,1,0.0,1.0,0.0,1.0
C0037268,889,1,0.0,1.0,0.0,1.0
C0037268,7421,5,0.0,1.0,0.0,1.0
C1858120,7681,145,0.0,1.0,0.012293838077436328,0.689
C1858120,54551,2,0.0,1.0,0.006360273141434806,0.129
C1858120,23321,8,0.0,1.0,0.0,1.0
C1858120,5528,5,0.0,1.0,0.0022652511759148437,0.458
C1858120,4893,5,0.0,1.0,0.0,1.0
C1858120,7201,17,0.0,1.0,0.0,1.0
C1858120,10743,2,0.0,1.0,0.0,1.0
C1858120,6571,10,0.0,1.0,0.0,1.0
C1858120,7468,2,0.0,1.0,0.0,1.0
C1858120,51119,1,0.0,1.0,0.0,1.0
C1858120,55624,7,0.0,1.0,0.0,1.0
C1858120,1487,18,0.0,1.0,0.0,1.0
C1858120,4692,21,0.0,1.0,0.003329299798538234,0.742
C1858120,23126,79,0.0,1.0,0.02430739864550026,0.39
C1858120,3954,3,0.0,1.0,0.01315607850556455,0.1
C1858120,8573,6,0.0,1.0,0.0,1.0
C1858120,50814,3,0.0,1.0,0.0,1.0
C0011881,7040,23,0.0,1.0,0.020664770253054767,0.217
C0011881,10628,1,0.0,1.0,0.0,1.0
C0011881,7045,2,0.0,1.0,0.0,1.0
C0011881,9370,57,0.0,1.0,0.07193331365133701,0.004
C0011881,2335,1,0.0,1.0,0.03343938240012069,0.038
C0011881,4780,5,0.0,1.0,0.0,1.0
C0011881,3630,8,0.0,1.0,0.026160092339093666,0.089
C0011881,183,1,0.0,1.0,0.0,1.0
C0011881,5054,8,0.0,1.0,0.06973739723600247,0.006
C0011881,8639,9,0.0,1.0,0.032948688204425126,0.113
C0011881,6347,3,0.0,1.0,0.044962893610298794,0.036
C0011881,5970,8,0.0,1.0,0.01088711748672745,0.304
C0011881,7126,21,0.0,1.0,0.0,1.0
C0011881,4192,11,0.0,1.0,0.02902070622808419,0.083
C0011881,4846,3,0.0,1.0,0.0,1.0
C0011881,9844,1,0.0,1.0,0.0,1.0
C0011881,6648,1,0.0,1.0,0.0,1.0
C0011881,7422,5,0.0,1.0,0.0658187576750907,0.022
C0023418,2176,1,0.0,1.0,0.026814868977264754,0.08
C0023418,2305,1,0.0,1.0,0.0,1.0
C0023418,4615,8,0.0,1.0,0.003551731216061176,0.498
C0023418,8837,1,0.0,1.0,0.0,1.0
C0023418,2189,15,0.047619047619047616,0.017,0.18320246919117233,0.005
C0023418,5395,1,0.0,1.0,0.026814868977264754,0.075
C0023418,5781,4,0.0,1.0,0.0,1.0
C0023418,4893,5,0.0,1.0,0.0,1.0
C0023418,572,6,0.0,1.0,0.0,1.0
C0023418,7490,12,0.0,1.0,0.0,1.0
C0023418,4292,58,0.0,1.0,0.0,1.0
C0023418,2246,1,0.0,1.0,0.0,1.0
C0023418,329,26,0.0,1.0,0.0035517312160611766,0.702
C0023418,595,4,0.0,1.0,0.0,1.0
C0023418,4436,1,0.0,1.0,0.0,1.0
C0023418,5590,2,0.0,1.0,0.0,1.0
C0023418,10456,1,0.0,1.0,0.0,1.0
C0023418,472,1,0.0,1.0,0.0,1.0
C0023418,55904,1,0.0,1.0,0.0,1.0
C0023418,5347,1,0.0,1.0,0.0,1.0
C0023418,366,24,0.0,1.0,0.0,1.0
C0023418,2175,1,0.047619047619047616,0.004,0.1691941738241592,0.001
C0011991,1026,27,0.0,1.0,0.1298612547246896,0.004
C0011991,1027,6,0.0,1.0,0.08353151890432961,0.062
C0011991,1030,16,0.0,1.0,0.0747667835804799,0.062
C0011991,1031,15,0.0,1.0,0.12327461088509574,0.01
C0011991,2592,7,0.0,1.0,0.008219949365267864,0.629
C0011991,4645,14,0.0,1.0,0.03213995665552961,0.244
C0011991,551,1,0.0,1.0,0.006259788572951679,0.257
C0011991,5697,1,0.0,1.0,0.07465754958704053,0.016
C0011991,3145,1,0.0,1.0,0.03753791207933949,0.038
C0011991,4175,14,0.0,1.0,0.006952110287531966,0.789
C0011991,10320,88,0.0,1.0,0.059783621723218716,0.32
C0011991,7276,5,0.0,1.0,0.0,1.0
C0011991,6772,3,0.0,1.0,0.0042269791545515275,0.496
C0011991,5257,4,0.0,1.0,0.0,1.0
C0011991,1674,36,0.0,1.0,0.02003392075928736,0.725
C0011991,1174,1,0.0,1.0,0.03753791207933949,0.035
C0011991,175,1,0.0,1.0,0.0,1.0
C0011991,5295,3,0.0,1.0,0.010879853497231116,0.414
C0011991,3767,1,0.0,1.0,0.0,1.0
C0011991,7351,1,0.0,1.0,0.0,1.0
C0011991,710,1,0.0,1.0,0.006635479476500354,0.249
C0011991,4830,15,0.0,1.0,0.01355659690497166,0.74
C0011991,26873,5,0.0,1.0,0.025983616572915785,0.21
C0011991,5373,3,0.0,1.0,0.010970810645678095,0.383
C0011991,50943,9,0.0,1.0,0.008219949365267864,0.72
C0011991,4358,1,0.0,1.0,0.0,1.0
C0011991,6929,6,0.0,1.0,0.0,1.0
C0011991,3932,12,0.0,1.0,0.01684743487588797,0.536
C0011991,6499,2,0.0,1.0,0.006124030566141673,0.34
C0011991,3440,1,0.0,1.0,0.0,1.0
C0011991,23417,2,0.0,1.0,0.0,1.0
C0011991,915,1,0.0,1.0,0.03823595564509363,0.031
C0011991,1440,2,0.0,1.0,0.0,1.0
C0011991,51128,3,0.0,1.0,0.017930375944986712,0.274
C0011991,23495,1,0.0,1.0,0.07465754958704053,0.011
C0011991,8647,1,0.0,1.0,0.0,1.0
C0011991,973,166,0.023255813953488372,0.28,0.049142726361377106,0.46
C0011991,974,2,0.0,1.0,0.10535156116649608,0.013
C0011991,10195,6,0.023255813953488372,0.026,0.033106301305945204,0.198
C0011991,1493,3,0.0,1.0,0.03228872339710337,0.148
C0011991,3543,4,0.0,1.0,0.0,1.0
C0011991,50674,4,0.0,1.0,0.07438720515262066,0.036
C0011991,4598,4,0.0,1.0,0.0,1.0
C0011991,3575,11,0.0,1.0,0.025745902534856382,0.33
C0151889,3074,3,0.0,1.0,0.05528735115240279,0.164
C0151889,10243,2,0.0,1.0,0.07706673598052738,0.035
C0151889,2571,10,0.0,1.0,0.07048412426334183,0.266
C0151889,2067,7,0.0,1.0,0.03083438922244383,0.644
C0151889,2071,13,0.0,1.0,0.07647965468896857,0.269
C0151889,5660,3,0.010416666666666666,0.028,0.07836399636852191,0.096
C0151889,51741,91,0.010416666666666666,0.523,0.11255412570012457,0.526
C0151889,6687,20,0.0,1.0,0.1060571277400526,0.187
C0151889,2593,2,0.0,1.0,0.0,1.0
C0151889,5155,2,0.0,1.0,0.006585506497446664,0.547
C0151889,5159,9,0.0,1.0,0.07791423042649374,0.177
C0151889,4143,3,0.0,1.0,0.0,1.0
C0151889,9782,11,0.0,1.0,0.06417441307574626,0.364
C0151889,23111,9,0.0,1.0,0.037289947016330295,0.592
C0151889,5193,33,0.0,1.0,0.1117464269916657,0.228
C0151889,5194,1,0.0,1.0,0.0,1.0
C0151889,5195,4,0.0,1.0,0.04688072309384954,0.278
C0151889,1615,1,0.0,1.0,0.0,1.0
C0151889,2643,2,0.0,1.0,0.0,1.0
C0151889,2138,1,0.0,1.0,0.0,1.0
C0151889,2653,7,0.0,1.0,0.0876501533688456,0.146
C0151889,4704,2,0.0,1.0,0.03792229227868664,0.212
C0151889,10342,61,0.020833333333333332,0.099,0.13208620345854974,0.256
C0151889,4715,1,0.0,1.0,0.04975185951049945,0.117
C0151889,51308,25,0.0,1.0,0.06395258640772444,0.64
C0151889,4722,2,0.0,1.0,0.014598929061844594,0.471
C0151889,4723,2,0.0,1.0,0.045314504988232376,0.145
C0151889,4729,3,0.0,1.0,0.01622214211307625,0.581
C0151889,51324,160,0.020833333333333332,0.256,0.17482297299723665,0.141
C0151889,2697,4,0.0,1.0,0.02230450310055788,0.612
C0151889,1678,6,0.0,1.0,0.002499734417326489,0.89
C0151889,4758,18,0.0,1.0,0.1118230294493027,0.14
C0151889,3736,13,0.0,1.0,0.06844904982289066,0.363
C0151889,23203,1,0.0,1.0,0.0,1.0
C0151889,6310,53,0.0,1.0,0.07500298235741175,0.796
C0151889,7337,12,0.0,1.0,0.11341715751141954,0.073
C0151889,5805,10,0.0,1.0,0.0676083722836332,0.256
C0151889,8878,13,0.0,1.0,0.012890374195672653,0.93
C0151889,3251,11,0.010416666666666666,0.092,0.06420815432257829,0.347
C0151889,1716,1,0.0,1.0,0.016205093088804107,0.361
C0151889,3763,55,0.010416666666666666,0.356,0.1417451354882479,0.204
C0151889,6843,28,0.0,1.0,0.09636048523685745,0.292
C0151889,2752,4,0.0,1.0,0.03153620179173672,0.44
C0151889,25793,3,0.0,1.0,0.017039954414774926,0.534
C0151889,3265,1,0.0,1.0,0.07453559924999298,0.039
C0151889,5824,11,0.020833333333333332,0.011,0.33144410987935125,0.003
C0151889,23236,4,0.0,1.0,0.042743155845621876,0.331
C0151889,5830,20,0.010416666666666666,0.15,0.08942467763451575,0.263
C0151889,9409,24,0.020833333333333332,0.021,0.21600340346244684,0.005
C0151889,5832,5,0.010416666666666666,0.062,0.13054516980531916,0.03
C0151889,8398,12,0.0,1.0,0.04861621403825259,0.58
C0151889,6873,1,0.0,1.0,0.0,1.0
C0151889,10978,12,0.0,1.0,0.011433407851866823,0.954
C0151889,5354,74,0.010416666666666666,0.517,0.11890545423369567,0.496
C0151889,6392,1,0.0,1.0,0.06015428739055935,0.072
C0151889,767,9,0.0,1.0,0.059394252983021284,0.355
C0151889,3329,13,0.0,1.0,0.07985628973803806,0.205
C0151889,3845,2,0.0,1.0,0.09622504486493766,0.026
C0151889,7436,1,0.0,1.0,0.0,1.0
C0151889,271,5,0.0,1.0,0.032060256615592725,0.501
C0151889,275,2,0.0,1.0,0.0,1.0
C0151889,4893,5,0.0,1.0,0.17076064411493064,0.027
C0151889,5917,3,0.0,1.0,0.0,1.0
C0151889,10528,1,0.0,1.0,0.024056261216234404,0.278
C0151889,8504,2,0.020833333333333332,0.0,0.34575362459280506,0.0
C0151889,25915,14,0.010416666666666666,0.079,0.23526408995620485,0.021
C0151889,51010,1,0.0,1.0,0.0,1.0
C0151889,5982,4,0.0,1.0,0.07006235572784725,0.123
C0151889,9569,2,0.0,1.0,0.014265349750363766,0.447
C0151889,10084,3,0.0,1.0,0.025958084586663887,0.411
C0151889,55157,11,0.010416666666666666,0.122,0.13548483783633813,0.042
C0151889,1911,16,0.0,1.0,0.05056831066675321,0.677
C0151889,55670,2,0.010416666666666666,0.011,0.24056261216234415,0.003
C0151889,25978,1,0.0,1.0,0.008929966675091569,0.399
C0151889,8573,6,0.0,1.0,0.004605899144422578,0.847
C0151889,8575,13,0.0,1.0,0.026590772210630945,0.817
C0151889,9096,3,0.0,1.0,0.04163357735388819,0.27
C0151889,3984,2,0.0,1.0,0.0,1.0
C0151889,29078,1,0.010416666666666666,0.024,0.1762398969526837,0.013
C0151889,2969,6,0.0,1.0,0.011250814418300946,0.792
C0151889,410,13,0.0,1.0,0.05183257071271824,0.553
C0151889,51103,7,0.0,1.0,0.10323026650237302,0.064
C0151889,4001,15,0.0,1.0,0.03820236319131025,0.816
C0151889,6567,35,0.010416666666666666,0.312,0.10054032536766229,0.437
C0151889,9640,1,0.0,1.0,0.0,1.0
C0151889,440,1,0.0,1.0,0.0,1.0
C0151889,22978,12,0.0,1.0,0.06546106336471462,0.334
C0151889,5071,1,0.0,1.0,0.01862097306809647,0.344
C0151889,2512,9,0.0,1.0,0.08422936433655812,0.117
C0151889,10195,6,0.0,1.0,0.031482839178200404,0.55
C0151889,26580,35,0.0,1.0,0.0911058821970446,0.498
C0151889,9179,2,0.0,1.0,0.0,1.0
C0151889,10717,2,0.0,1.0,0.0,1.0
