disease,protein,degree,frac_direct_interactions,frac_direct_interactions_pvalue,common_interactor_score,common_interactor_score_pvalue
C0376480,4784,6,0.0,1.0,0.0,1.0
C0376480,3763,55,0.0,1.0,0.0,1.0
C0376480,4920,40,0.0,1.0,0.003344500310453256,0.701
C0376480,3643,2,0.0,1.0,0.0,1.0
C0376480,1855,5,0.0,1.0,0.0,1.0
C0376480,10060,1,0.0,1.0,0.0,1.0
C0376480,716,1,0.0,1.0,0.0,1.0
C0376480,4313,1,0.0,1.0,0.0,1.0
C0376480,4323,11,0.0,1.0,0.0,1.0
C0376480,6654,1,0.0,1.0,0.0,1.0
C0266464,10243,2,0.0,1.0,0.0,1.0
C0266464,26128,7,0.0,1.0,0.0,1.0
C0266464,894,4,0.0,1.0,0.0,1.0
C0266464,2067,7,0.0,1.0,0.006407097870320746,0.471
C0266464,22931,3,0.0,1.0,0.005735393346764044,0.268
C0266464,10262,28,0.0,1.0,0.0,1.0
C0266464,9342,19,0.0,1.0,0.005317945372643963,0.751
C0266464,9896,2,0.0,1.0,0.0,1.0
C0266464,5296,9,0.0,1.0,0.0,1.0
C0266464,8504,2,0.08,0.001,0.3303232895965959,0.001
C0266464,5824,11,0.08,0.002,0.3220084679281463,0.002
C0266464,9409,24,0.04,0.05,0.14927213850031834,0.004
C0266464,5193,33,0.0,1.0,0.0,1.0
C0266464,5194,1,0.0,1.0,0.0,1.0
C0266464,29899,6,0.0,1.0,0.0,1.0
C0266464,5195,4,0.0,1.0,0.0,1.0
C0266464,55624,7,0.0,1.0,0.0049386479832479475,0.516
C0266464,5830,20,0.0,1.0,0.006407097870320746,0.679
C0266464,3800,1,0.0,1.0,0.01981072129375818,0.096
C0266464,10585,1,0.0,1.0,0.01981072129375818,0.091
C0266464,1376,2,0.0,1.0,0.0,1.0
C0266464,2271,12,0.0,1.0,0.0,1.0
C0266464,51807,1,0.0,1.0,0.0,1.0
C0266464,7284,12,0.0,1.0,0.012866458933607935,0.365
C0266464,55670,2,0.04,0.012,0.24056261216234415,0.002
C0266464,50814,3,0.0,1.0,0.0079555728417573,0.243
C0005695,4609,2,0.0,1.0,0.0,1.0
C0005695,1026,27,0.0,1.0,0.04837540947103063,0.391
C0005695,513,7,0.0,1.0,0.007850928662766597,0.635
C0005695,10,1,0.0,1.0,0.0,1.0
C0005695,4108,1,0.0,1.0,0.0,1.0
C0005695,2068,1,0.0,1.0,0.0,1.0
C0005695,2072,1,0.0,1.0,0.0,1.0
C0005695,9759,53,0.0,1.0,0.047983139031243086,0.491
C0005695,2100,7,0.0,1.0,0.03227460203411429,0.235
C0005695,8243,1,0.0,1.0,0.0,1.0
C0005695,5690,8,0.0,1.0,0.013923918768229588,0.556
C0005695,3670,2,0.0,1.0,0.0,1.0
C0005695,119391,11,0.0,1.0,0.013234304449923406,0.642
C0005695,374887,1,0.0,1.0,0.0,1.0
C0005695,2175,1,0.0,1.0,0.0,1.0
C0005695,8320,1,0.0,1.0,0.06085806194501844,0.02
C0005695,8836,1,0.0,1.0,0.0,1.0
C0005695,3205,5,0.0,1.0,0.02730988322938417,0.233
C0005695,81037,1,0.0,1.0,0.0,1.0
C0005695,6648,1,0.0,1.0,0.006472796978171811,0.25
C0005695,2735,7,0.0,1.0,0.004659688571733955,0.737
C0005695,1728,1,0.0,1.0,0.0,1.0
C0005695,3265,1,0.0,1.0,0.0,1.0
C0005695,7874,2,0.0,1.0,0.0,1.0
C0005695,84171,1,0.0,1.0,0.0,1.0
C0005695,10460,20,0.0,1.0,0.0022708864425369105,0.939
C0005695,10979,1,0.0,1.0,0.009568611323046258,0.204
C0005695,7403,2,0.0,1.0,0.004323053804777161,0.385
C0005695,3845,2,0.0,1.0,0.0,1.0
C0005695,3868,56,0.0,1.0,0.014639156213566958,0.889
C0005695,5423,1,0.0,1.0,0.0,1.0
C0005695,8000,42,0.0,1.0,0.043449537740762004,0.466
C0005695,1890,4,0.0,1.0,0.05120461742710739,0.05
C0005695,360,28,0.018867924528301886,0.093,0.06847115115156367,0.126
C0005695,9582,2,0.0,1.0,0.0,1.0
C0005695,3440,1,0.0,1.0,0.0,1.0
C0005695,7037,20,0.0,1.0,0.05063679542816057,0.213
C0005695,3456,1,0.0,1.0,0.0,1.0
C0005695,898,1,0.0,1.0,0.0,1.0
C0005695,387,8,0.0,1.0,0.017600681258342164,0.474
C0005695,2950,23,0.0,1.0,0.0508042508339243,0.3
C0005695,2954,9,0.0,1.0,0.023558620869924232,0.445
C0005695,3479,5,0.0,1.0,0.025125945381480302,0.301
C0005695,1440,2,0.0,1.0,0.0,1.0
C0005695,3488,70,0.0,1.0,0.03904645480689092,0.771
C0005695,6573,1,0.0,1.0,0.0,1.0
C0005695,9649,1,0.0,1.0,0.0,1.0
C0005695,11186,1,0.0,1.0,0.0,1.0
C0005695,55252,1,0.0,1.0,0.0,1.0
C0005695,7124,30,0.018867924528301886,0.104,0.05007178001854679,0.359
C0005695,472,1,0.0,1.0,0.0,1.0
C0005695,140767,6,0.0,1.0,0.006921451187307274,0.655
C0005695,10723,14,0.0,1.0,0.09024044206371273,0.029
C0005695,2026,1,0.0,1.0,0.0,1.0
C0042514,7168,17,0.0,1.0,0.021908090424792498,0.141
C0042514,54539,9,0.0,1.0,0.0,1.0
C0042514,4879,9,0.0,1.0,0.005031546054266276,0.449
C0042514,3728,12,0.0625,0.033,0.012165283050418287,0.335
C0042514,4633,2,0.0,1.0,0.0,1.0
C0042514,4000,6,0.0,1.0,0.0037818604688805496,0.465
C0042514,801,20,0.0,1.0,0.5460836183623694,0.002
C0042514,805,19,0.0,1.0,0.5468513127945477,0.003
C0042514,808,20,0.0,1.0,0.5460836183623694,0.005
C0042514,3759,8,0.0,1.0,0.014254748571631736,0.269
C0042514,6331,5,0.0,1.0,0.0,1.0
C0042514,29119,78,0.0625,0.088,0.03482042540423176,0.128
C0042514,8260,42,0.0,1.0,0.011990279679310222,0.612
C0042514,845,1,0.0,1.0,0.0,1.0
C0042514,7139,9,0.0,1.0,0.0217566506904806,0.158
C0042514,10345,3,0.0,1.0,0.0,1.0
C0042514,4846,3,0.0,1.0,0.005870582947302892,0.26
C0234979,6785,95,0.0,1.0,0.00406596552407201,0.943
C0234979,7436,1,0.0,1.0,0.0,1.0
C0234979,6548,1,0.0,1.0,0.021339479988815996,0.047
C0234979,2332,10,0.0,1.0,0.012187873735452177,0.282
C0234979,5155,2,0.0,1.0,0.021339479988815996,0.051
C0234979,6310,53,0.0,1.0,0.008248358654827455,0.788
C0234979,5159,9,0.0,1.0,0.013087401300706174,0.219
C0234979,6571,10,0.0,1.0,0.006675431743113941,0.424
C0234979,3766,1,0.0,1.0,0.0,1.0
C0234979,8398,12,0.0,1.0,0.04007968032765025,0.022
C0234979,7518,11,0.0,1.0,0.0,1.0
C0234979,7274,45,0.0,1.0,0.009192798736460162,0.687
C0234979,54902,35,0.0,1.0,0.018260595160305586,0.37
C1167713,1409,8,0.0,1.0,0.013749216421461045,0.29
C1167713,6913,14,0.0,1.0,0.021733009555111274,0.253
C1167713,51715,1,0.0,1.0,0.008775306631024611,0.133
C1167713,1413,1,0.0,1.0,0.0,1.0
C1167713,1414,5,0.0,1.0,0.07609528635301101,0.01
C1167713,1415,2,0.0,1.0,0.05025189076296061,0.014
C1167713,2313,3,0.0,1.0,0.0,1.0
C1167713,2697,4,0.0,1.0,0.009364922747453838,0.3
C1167713,1420,1,0.0,1.0,0.0,1.0
C1167713,2703,118,0.0,1.0,0.01608648224413373,0.705
C1167713,7439,2,0.0,1.0,0.00672155949667989,0.21
C1167713,22931,3,0.0,1.0,0.0,1.0
C1167713,5015,33,0.0,1.0,0.005175584117037808,0.841
C1167713,4010,3,0.0,1.0,0.013315812855968587,0.209
C1167713,8243,1,0.0,1.0,0.0,1.0
C1167713,5308,31,0.0,1.0,0.027566460502075594,0.137
C1167713,8260,42,0.045454545454545456,0.121,0.06995389963378279,0.006
C1167713,3149,5,0.0,1.0,0.01128354346862523,0.199
C1167713,54880,3,0.045454545454545456,0.009,0.04975254955989536,0.014
C1167713,10982,15,0.0,1.0,0.016660389045736277,0.365
C1167713,10733,18,0.0,1.0,0.014308861189557659,0.437
C1167713,10743,2,0.0,1.0,0.0,1.0
C1167713,5885,1,0.0,1.0,0.0,1.0
C0024433,6792,2,0.0,1.0,0.006859140122431665,0.249
C0024433,3984,2,0.0,1.0,0.0,1.0
C0024433,10262,28,0.0,1.0,0.04044910732513469,0.165
C0024433,7319,1,0.0,1.0,0.04653444404222482,0.018
C0024433,2969,6,0.0,1.0,0.006718890338037015,0.541
C0024433,2720,4,0.0,1.0,0.011720180773462386,0.328
C0024433,9640,1,0.0,1.0,0.021884405476620423,0.106
C0024433,7337,12,0.0,1.0,0.0,1.0
C0024433,3756,3,0.0,1.0,0.05757054827522221,0.008
C0024433,175,1,0.0,1.0,0.0,1.0
C0024433,3764,3,0.0,1.0,0.0,1.0
C0024433,4920,40,0.0,1.0,0.004815382220292211,0.906
C0024433,54968,2,0.0,1.0,0.0,1.0
C0024433,3643,2,0.0,1.0,0.003927552851630107,0.28
C0024433,60,12,0.034482758620689655,0.015,0.2653687004639059,0.002
C0024433,2239,4,0.0,1.0,0.0060633906259083235,0.435
C0024433,29123,79,0.0,1.0,0.030733325608619966,0.571
C0024433,6595,2,0.0,1.0,0.042571373799155786,0.025
C0024433,6598,16,0.0,1.0,0.022969326787290023,0.43
C0024433,71,11,0.034482758620689655,0.025,0.265779108736679,0.006
C0024433,10060,1,0.0,1.0,0.0,1.0
C0024433,6605,62,0.0,1.0,0.034917236779420054,0.456
C0024433,9179,2,0.0,1.0,0.0,1.0
C0024433,10717,2,0.0,1.0,0.0,1.0
C0024433,5982,4,0.0,1.0,0.00707549137677225,0.375
C0024433,9569,2,0.0,1.0,0.01135996960984995,0.207
C0024433,54499,1,0.0,1.0,0.0,1.0
C0024433,5604,3,0.0,1.0,0.0,1.0
C0024433,26608,1,0.0,1.0,0.0035297586507671477,0.209
C0024433,10484,25,0.0,1.0,0.028663387364308936,0.319
C1184923,1280,1,0.0,1.0,0.0,1.0
C1184923,7169,11,0.0,1.0,0.02139081136631147,0.165
C1184923,7170,26,0.0,1.0,0.0383350969588231,0.037
C1184923,6660,28,0.0,1.0,0.0,1.0
C1184923,4625,2,0.0,1.0,0.016944285592511633,0.123
C1184923,2200,3,0.0,1.0,0.016556654463313048,0.152
C1184923,1311,7,0.0,1.0,0.028598260126458493,0.049
C1184923,4010,3,0.0,1.0,0.0,1.0
C1184923,4148,5,0.0,1.0,0.006085806194501846,0.327
C1184923,8260,42,0.07142857142857142,0.044,0.058918083331939625,0.021
C1184923,2517,3,0.0,1.0,0.0,1.0
C1184923,10585,1,0.0,1.0,0.014177850679411798,0.12
C1184923,54880,3,0.07142857142857142,0.005,0.04975254955989536,0.017
C1184923,7415,23,0.0,1.0,0.0,1.0
C1184923,6399,19,0.0,1.0,0.008842604917747052,0.445
C0234146,9217,26,0.0,1.0,0.04281532724310671,0.328
C0234146,6663,6,0.0,1.0,0.019732770365544695,0.361
C0234146,11284,41,0.0,1.0,0.048896421406351004,0.354
C0234146,50717,4,0.0,1.0,0.011199696794490347,0.451
C0234146,1073,13,0.0,1.0,0.005172606001118718,0.895
C0234146,10290,4,0.0,1.0,0.013288969199427063,0.388
C0234146,23095,1,0.0,1.0,0.0,1.0
C0234146,54840,3,0.0,1.0,0.040291148201269014,0.062
C0234146,54332,9,0.0,1.0,0.00830916883763411,0.827
C0234146,7274,45,0.0,1.0,0.0357759642595804,0.662
C0234146,9342,19,0.0,1.0,0.02189488390523487,0.633
C0234146,4747,31,0.0,1.0,0.01677737229233742,0.841
C0234146,2705,44,0.0,1.0,0.027256920356215422,0.7
C0234146,3735,1,0.0,1.0,0.0,1.0
C0234146,10397,1,0.0,1.0,0.0,1.0
C0234146,6310,53,0.0,1.0,0.02188039760508489,0.897
C0234146,9896,2,0.0,1.0,0.018184824186332698,0.194
C0234146,54463,1,0.0,1.0,0.0,1.0
C0234146,5830,20,0.0,1.0,0.010152415064552878,0.886
C0234146,55005,1,0.0,1.0,0.025684934865482654,0.083
C0234146,26353,12,0.0,1.0,0.010453025125088635,0.806
C0234146,1785,10,0.0,1.0,0.05416426117449431,0.054
C0234146,5376,58,0.0,1.0,0.036849034359748414,0.71
C0234146,23299,37,0.0,1.0,0.008728609405159612,0.966
C0234146,4358,1,0.0,1.0,0.0,1.0
C0234146,23321,8,0.0,1.0,0.0,1.0
C0234146,9499,4,0.0,1.0,0.009382332813010019,0.505
C0234146,1337,1,0.0,1.0,0.0,1.0
C0234146,3913,1,0.0,1.0,0.0,1.0
C0234146,4952,4,0.0,1.0,0.0,1.0
C0234146,1890,4,0.0,1.0,0.0,1.0
C0234146,9570,48,0.0,1.0,0.07522698029911487,0.117
C0234146,25978,1,0.0,1.0,0.005674312595119899,0.278
C0234146,4000,6,0.0,1.0,0.01924345204796364,0.338
C0234146,1959,1,0.0,1.0,0.0,1.0
C0234146,22954,29,0.0,1.0,0.02407395124059766,0.749
C0234146,966,1,0.0,1.0,0.01270325209039194,0.188
C0234146,6606,25,0.0,1.0,0.033162959056819534,0.494
C0234146,6616,6,0.0,1.0,0.0,1.0
C0234146,10743,2,0.0,1.0,0.0,1.0
C0234146,1020,6,0.0,1.0,0.00900801561370217,0.644
C0234146,5631,8,0.0,1.0,0.018184824186332698,0.451
C0700208,7169,11,0.0,1.0,0.08196306600536507,0.433
C0700208,7170,26,0.0,1.0,0.08894124403932802,0.739
C0700208,51715,1,0.0,1.0,0.0,1.0
C0700208,7681,145,0.007751937984496124,0.715,0.24125255091831507,0.219
C0700208,5130,15,0.0,1.0,0.08929343755499303,0.554
C0700208,2571,10,0.0,1.0,0.10607272485264235,0.28
C0700208,4625,2,0.0,1.0,0.016944285592511633,0.549
C0700208,10262,28,0.015503875968992248,0.076,0.15867203675474106,0.267
C0700208,2072,1,0.0,1.0,0.0,1.0
C0700208,4633,2,0.0,1.0,0.0,1.0
C0700208,5144,5,0.0,1.0,0.04158746535473089,0.59
C0700208,8216,4,0.007751937984496124,0.075,0.11234826110944966,0.098
C0700208,6687,20,0.007751937984496124,0.267,0.19755405398446746,0.04
C0700208,4654,6,0.0,1.0,0.0,1.0
C0700208,54840,3,0.0,1.0,0.01462469804911154,0.725
C0700208,54332,9,0.0,1.0,0.05037739354564258,0.693
C0700208,60,12,0.0,1.0,0.06898536201502846,0.559
C0700208,2643,2,0.0,1.0,0.06154574548966637,0.177
C0700208,4692,21,0.0,1.0,0.05564595316725635,0.872
C0700208,27229,27,0.007751937984496124,0.364,0.20463847565441956,0.061
C0700208,5727,8,0.0,1.0,0.026328657866915732,0.886
C0700208,2146,4,0.0,1.0,0.05738432984568768,0.363
C0700208,8292,1,0.0,1.0,0.09954618891517061,0.04
C0700208,7274,45,0.0,1.0,0.1438695550525879,0.623
C0700208,1134,1,0.0,1.0,0.0,1.0
C0700208,8815,2,0.0,1.0,0.007035627157549604,0.701
C0700208,3190,79,0.015503875968992248,0.424,0.1431780468287141,0.868
C0700208,6774,6,0.0,1.0,0.0,1.0
C0700208,1146,16,0.0,1.0,0.1758545962513059,0.078
C0700208,4222,90,0.007751937984496124,0.721,0.11540306510944855,0.948
C0700208,2175,1,0.007751937984496124,0.007,0.1691941738241592,0.011
C0700208,2176,1,0.0,1.0,0.07199866813872094,0.11
C0700208,50814,3,0.0,1.0,0.008625389103660586,0.792
C0700208,6792,2,0.0,1.0,0.09197831127723027,0.087
C0700208,2188,1,0.0,1.0,0.10660035817780521,0.031
C0700208,2189,15,0.007751937984496124,0.215,0.2758688881302301,0.008
C0700208,9871,5,0.015503875968992248,0.006,0.14823869054171043,0.044
C0700208,5781,4,0.0,1.0,0.02706659809803834,0.675
C0700208,4758,18,0.007751937984496124,0.266,0.13333264345562706,0.245
C0700208,2200,3,0.0,1.0,0.09886183451222363,0.092
C0700208,54941,11,0.0,1.0,0.02659236017075913,0.93
C0700208,2720,4,0.0,1.0,0.04904691218192227,0.424
C0700208,23203,1,0.0,1.0,0.03790490217894517,0.252
C0700208,7337,12,0.0,1.0,0.020655525167839094,0.962
C0700208,3756,3,0.0,1.0,0.03541027794223073,0.457
C0700208,175,1,0.0,1.0,0.030775624576266446,0.277
C0700208,3759,8,0.0,1.0,0.033719977829600414,0.815
C0700208,4784,6,0.0,1.0,0.0799222941438266,0.336
C0700208,3763,55,0.007751937984496124,0.547,0.097484038546607,0.871
C0700208,2239,4,0.0,1.0,0.037000498144658334,0.548
C0700208,2245,1,0.0,1.0,0.016574838603294895,0.42
C0700208,5831,1,0.0,1.0,0.06154574548966637,0.119
C0700208,5832,5,0.0,1.0,0.07082335959156863,0.315
C0700208,8905,2,0.0,1.0,0.0,1.0
C0700208,207,7,0.0,1.0,0.0678085310228354,0.443
C0700208,10459,30,0.0,1.0,0.08915071563718943,0.805
C0700208,1756,4,0.0,1.0,0.01724373051340727,0.774
C0700208,54499,1,0.0,1.0,0.0,1.0
C0700208,7403,2,0.0,1.0,0.07514189385455083,0.102
C0700208,26353,12,0.007751937984496124,0.164,0.11175070637905307,0.22
C0700208,10484,25,0.007751937984496124,0.311,0.14920212793985563,0.275
C0700208,4854,5,0.0,1.0,0.09407596409370497,0.183
C0700208,1277,1,0.0,1.0,0.07715167498104594,0.106
C0700208,1278,8,0.0,1.0,0.15895432267187987,0.049
C0700208,6399,19,0.0,1.0,0.06079137226260445,0.832
C0700208,1280,1,0.0,1.0,0.07715167498104594,0.1
C0700208,1281,2,0.0,1.0,0.050313595495263194,0.246
C0700208,5376,58,0.015503875968992248,0.191,0.10419972985177452,0.843
C0700208,3845,2,0.0,1.0,0.20163430020388368,0.017
C0700208,5889,1,0.0,1.0,0.0,1.0
C0700208,29968,2,0.0,1.0,0.0,1.0
C0700208,10516,1,0.0,1.0,0.03311330892662609,0.285
C0700208,54551,2,0.007751937984496124,0.029,0.07283933895874757,0.123
C0700208,28952,5,0.0,1.0,0.07921927896052006,0.298
C0700208,5908,3,0.0,1.0,0.028012859474954358,0.576
C0700208,6424,2,0.0,1.0,0.059237972868835226,0.178
C0700208,2332,10,0.0,1.0,0.05256481898823087,0.687
C0700208,4893,5,0.007751937984496124,0.1,0.6225173204274843,0.003
C0700208,8985,18,0.0,1.0,0.11002627787963115,0.41
C0700208,1311,7,0.0,1.0,0.18046959717543606,0.01
C0700208,10020,60,0.0,1.0,0.20321507968093694,0.157
C0700208,22827,26,0.0,1.0,0.11720335658872832,0.486
C0700208,6445,2,0.0,1.0,0.027097975981964142,0.448
C0700208,7468,2,0.0,1.0,0.034075268042838835,0.333
C0700208,7469,9,0.0,1.0,0.1181519379066722,0.211
C0700208,5424,5,0.0,1.0,0.12345943207652832,0.094
C0700208,4920,40,0.0,1.0,0.1474446529998037,0.43
C0700208,9531,63,0.015503875968992248,0.429,0.15804189489988543,0.776
C0700208,1861,2,0.0,1.0,0.04743131034028528,0.265
C0700208,8517,13,0.0,1.0,0.031506820653723906,0.931
C0700208,6473,3,0.007751937984496124,0.044,0.21180339887498947,0.012
C0700208,55120,42,0.0,1.0,0.09457454857034284,0.845
C0700208,25942,5,0.0,1.0,0.0062424453601539085,0.914
C0700208,4952,4,0.0,1.0,0.0,1.0
C0700208,2395,2,0.0,1.0,0.004949282257637489,0.683
C0700208,7516,2,0.0,1.0,0.06175490503950919,0.165
C0700208,9570,48,0.007751937984496124,0.545,0.1316732416183372,0.658
C0700208,10084,3,0.0,1.0,0.0476625990214659,0.388
C0700208,5479,9,0.0,1.0,0.11598969343212182,0.212
C0700208,875,14,0.0,1.0,0.10164072716911153,0.394
C0700208,3954,3,0.0,1.0,0.07102519388874606,0.225
C0700208,51067,2,0.0,1.0,0.06805828578603763,0.159
C0700208,6016,1,0.0,1.0,0.10910894511799618,0.025
C0700208,7040,23,0.007751937984496124,0.323,0.14025732173306923,0.298
C0700208,22931,3,0.0,1.0,0.03668406710871602,0.455
C0700208,3476,4,0.007751937984496124,0.062,0.21180339887498947,0.02
C0700208,3481,3,0.0,1.0,0.039244408536888375,0.439
C0700208,1947,1,0.0,1.0,0.022095539018294363,0.355
C0700208,6567,35,0.0,1.0,0.09168181181599641,0.846
C0700208,55209,11,0.0,1.0,0.09267533040623321,0.358
C0700208,4010,3,0.0,1.0,0.016354514946844353,0.678
C0700208,5034,27,0.007751937984496124,0.385,0.09631734620233831,0.758
C0700208,10682,176,0.023255813953488372,0.203,0.15210104673283917,0.744
C0700208,26053,2,0.0,1.0,0.09766739398583202,0.038
C0700208,5573,13,0.0,1.0,0.04928801497477897,0.811
C0700208,6598,16,0.0,1.0,0.12066982631875336,0.32
C0700208,6605,62,0.0,1.0,0.19005940758114923,0.575
C0700208,1487,18,0.0,1.0,0.026412164874481184,0.985
C0700208,6911,34,0.0,1.0,0.20411140440828465,0.103
C0700208,2517,3,0.0,1.0,0.025027097775591933,0.586
C0700208,5894,1,0.007751937984496124,0.005,0.32197527542968946,0.0
C0700208,7136,10,0.0,1.0,0.014487592444840089,0.961
C0700208,51684,34,0.007751937984496124,0.505,0.16892565239043572,0.324
C0700208,5604,3,0.0,1.0,0.15964569992678534,0.023
C0700208,5605,4,0.007751937984496124,0.054,0.2346062888497223,0.007
C0700208,6628,59,0.0,1.0,0.28722267058618745,0.016
C0700208,9200,5,0.0,1.0,0.008999154119267315,0.872
C0700208,10743,2,0.0,1.0,0.03554456242500928,0.361
C0700208,4088,18,0.0,1.0,0.08794739123515563,0.574
C0700208,6654,1,0.0,1.0,0.037232801530003926,0.255
C0040053,7301,13,0.0,1.0,0.0,1.0
C0040053,3082,2,0.0,1.0,0.0066035737645860635,0.248
C0040053,7056,25,0.0,1.0,0.018608815279665968,0.327
C0040053,2212,13,0.0,1.0,0.0067731653175691076,0.487
C0040053,5420,2,0.0,1.0,0.048952503140579404,0.016
C0040053,183,1,0.0,1.0,0.0,1.0
C0040053,5054,8,0.0,1.0,0.047882667091405456,0.03
C0040053,2243,11,0.0,1.0,0.0066035737645860635,0.434
C0040053,5328,1,0.0,1.0,0.0,1.0
C0040053,7124,30,0.0,1.0,0.01067498313423373,0.525
C0040053,3162,29,0.0,1.0,0.024648726413203877,0.245
C0040053,9314,7,0.0,1.0,0.0,1.0
C0040053,2152,1,0.0,1.0,0.0,1.0
C0040053,2159,3,0.0,1.0,0.029270479584517225,0.075
C0040053,5624,1,0.0,1.0,0.0,1.0
C0040053,1401,1,0.0,1.0,0.0,1.0
C0020456,1281,2,0.0,1.0,0.0,1.0
C0020456,2200,3,0.0,1.0,0.0,1.0
C0020456,4000,6,0.0,1.0,0.0,1.0
C0020456,4780,5,0.0,1.0,0.0,1.0
C0020456,3630,8,0.0,1.0,0.0,1.0
C0020456,5295,3,0.0,1.0,0.0,1.0
C0020456,177,2,0.0,1.0,0.0,1.0
C0020456,3767,1,0.0,1.0,0.0,1.0
C0020456,3643,2,0.0,1.0,0.0,1.0
C0020456,1728,1,0.0,1.0,0.0,1.0
C0020456,5325,2,0.0,1.0,0.0,1.0
C0020456,2645,2,0.0,1.0,0.0,1.0
C0020456,3159,1,0.0,1.0,0.0,1.0
C0020456,5468,4,0.0,1.0,0.0,1.0
C0020456,6492,1,0.0,1.0,0.0,1.0
C0020456,4846,3,0.0,1.0,0.0,1.0
C0018799,522,15,0.0,1.0,0.0026601766586210897,0.654
C0018799,5515,8,0.0,1.0,0.0,1.0
C0018799,6925,183,0.0,1.0,0.0069307182557180845,0.728
C0018799,7054,13,0.0,1.0,0.0,1.0
C0018799,4879,9,0.0,1.0,0.022360679774997897,0.076
C0018799,5916,5,0.0,1.0,0.0,1.0
C0018799,1440,2,0.0,1.0,0.0,1.0
C0018799,6696,7,0.0,1.0,0.0,1.0
C0018799,5683,1,0.0,1.0,0.004270541597096994,0.156
C0018799,183,1,0.0,1.0,0.022360679774997897,0.043
C0018799,6341,1,0.0,1.0,0.0,1.0
C0018799,7498,1,0.0,1.0,0.0,1.0
C0018799,7137,2,0.0,1.0,0.0,1.0
C0018799,7139,9,0.0,1.0,0.0,1.0
C0018799,6508,1,0.0,1.0,0.0,1.0
C0018799,5880,2,0.0,1.0,0.0,1.0
C0018799,1401,1,0.0,1.0,0.0,1.0
C0018799,7422,5,0.0,1.0,0.0,1.0
C4048270,7040,23,0.0,1.0,0.0095331024107525,0.633
C4048270,22802,20,0.0,1.0,0.025299179289921835,0.232
C4048270,6804,116,0.05263157894736842,0.229,0.013146202689343214,0.787
C4048270,931,33,0.0,1.0,0.029827394200293143,0.252
C4048270,8742,2,0.0,1.0,0.033557802760701215,0.041
C4048270,939,1,0.0,1.0,0.0,1.0
C4048270,5293,2,0.05263157894736842,0.01,0.3110042339640731,0.003
C4048270,5295,3,0.05263157894736842,0.009,0.3110042339640731,0.0
C4048270,23495,1,0.0,1.0,0.033557802760701215,0.012
C4048270,331,26,0.0,1.0,0.002536502943672982,0.831
C4048270,975,23,0.05263157894736842,0.071,0.0382652105320997,0.087
C4048270,595,4,0.0,1.0,0.0,1.0
C4048270,8915,4,0.0,1.0,0.003739997196499152,0.469
C4048270,1493,3,0.0,1.0,0.005758167996310985,0.34
C4048270,9939,4,0.0,1.0,0.0,1.0
C4048270,472,1,0.0,1.0,0.0,1.0
C4048270,51164,6,0.0,1.0,0.0,1.0
C4048270,4068,4,0.0,1.0,0.0,1.0
C4048270,9841,60,0.0,1.0,0.011765756000408217,0.692
C4048270,3070,3,0.0,1.0,0.004043846550516414,0.379
C1849367,7169,11,0.0,1.0,0.02156898263338493,0.927
C1849367,2563,4,0.0,1.0,0.07049020966644848,0.181
C1849367,6663,6,0.008264462809917356,0.082,0.08150999194118412,0.198
C1849367,26121,112,0.0,1.0,0.18082888576376574,0.392
C1849367,9227,4,0.0,1.0,0.014084702528054382,0.75
C1849367,526,1,0.008264462809917356,0.021,0.045742922989631445,0.17
C1849367,26128,7,0.008264462809917356,0.111,0.2764017073193426,0.011
C1849367,23568,3,0.0,1.0,0.0,1.0
C1849367,2067,7,0.0,1.0,0.05531868199390718,0.476
C1849367,2068,1,0.0,1.0,0.0,1.0
C1849367,11285,5,0.0,1.0,0.07414369338312336,0.221
C1849367,5144,5,0.0,1.0,0.028392374312074392,0.677
C1849367,3614,8,0.0,1.0,0.08760325775564512,0.205
C1849367,5148,3,0.0,1.0,0.042532742433815884,0.321
C1849367,5159,9,0.0,1.0,0.1058321824341955,0.192
C1849367,8241,35,0.0,1.0,0.07166804011050905,0.905
C1849367,60,12,0.0,1.0,0.07643854598508956,0.445
C1849367,8260,42,0.0,1.0,0.08425358439351974,0.783
C1849367,583,7,0.0,1.0,0.03660402367875058,0.63
C1849367,5193,33,0.0,1.0,0.02352540512847985,0.99
C1849367,5194,1,0.0,1.0,0.0,1.0
C1849367,5195,4,0.0,1.0,0.01246111965698067,0.77
C1849367,27229,27,0.0,1.0,0.0531183607498877,0.876
C1849367,5727,8,0.0,1.0,0.06631799053457221,0.421
C1849367,95,10,0.0,1.0,0.04950017088626924,0.679
C1849367,6774,6,0.0,1.0,0.07735083305360564,0.207
C1849367,9342,19,0.0,1.0,0.03859162524482584,0.901
C1849367,2697,4,0.0,1.0,0.008066090051461262,0.83
C1849367,5781,4,0.0,1.0,0.0,1.0
C1849367,4758,18,0.0,1.0,0.08693445836636857,0.435
C1849367,6295,1,0.0,1.0,0.0,1.0
C1849367,2200,3,0.0,1.0,0.02587930250049262,0.56
C1849367,3756,3,0.0,1.0,0.0438308402852597,0.331
C1849367,175,1,0.0,1.0,0.011951418316184594,0.401
C1849367,5295,3,0.0,1.0,0.035093120317179816,0.432
C1849367,3764,3,0.0,1.0,0.020572635768134784,0.585
C1849367,54968,2,0.0,1.0,0.0,1.0
C1849367,5818,1,0.0,1.0,0.0,1.0
